trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,pursuit_saccade_isLeft,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
43,0,43,0,None,None,None,None,268.81526640011,269.3306128999684,268.81526640011,269.84852190013044,269.3306128999684,269.82993620005436,269.82993620005436,270.98334929998964,1.0,-503741.179419,267.81329796679006,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
44,0,44,0,None,None,None,None,271.9996541000437,272.50022749998607,271.9996541000437,273.0168814000208,272.50022749998607,273.00175230018795,273.00175230018795,274.15213560010307,0.0,-503737.993035,271.0000159666563,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
45,0,45,0,None,None,None,None,275.1701700000558,275.67083250009455,275.1701700000558,276.18675140012056,275.67083250009455,276.1715566001367,276.1715566001367,277.3232794001233,1.0,-503734.824045,274.1688022667697,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
46,0,46,0,None,None,None,None,278.3435935000889,278.85768999997526,278.3435935000889,279.39123650011607,278.85768999997526,279.37322090007365,279.37322090007365,280.5246812000405,0.0,-503731.650025,277.33994606678993,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
47,0,47,0,None,None,None,None,281.54225559998304,282.04447500011884,281.54225559998304,282.57786930003203,282.04447500011884,282.5602605000604,282.5602605000604,283.7120032000821,1.0,-503728.451954,280.54134786670716,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
48,0,48,0,None,None,None,None,284.7312706001103,285.24676790018566,284.7312706001103,285.7642634001095,285.24676790018566,285.7471004000399,285.7471004000399,286.91465770010836,0.0,-503725.264026,283.72866986674876,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
49,0,49,0,None,None,None,None,287.93218440003693,288.4337540001143,287.93218440003693,288.95135440002196,288.4337540001143,288.9353795000352,288.9353795000352,290.1007295001764,1.0,-503722.06182,286.931324366775,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
50,0,50,0,None,None,None,None,291.11822980013676,291.62044420000166,291.11822980013676,292.15346140018664,291.62044420000166,292.13906059996225,292.13906059996225,293.28798660007305,1.0,-503718.876201,290.11739616684304,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
51,0,51,0,None,None,None,None,294.3059664000757,294.8073812001385,294.3059664000757,295.34029770013876,294.8073812001385,295.3239278001711,295.3239278001711,296.4734543999657,0.0,-503715.687889,293.3046532667397,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
52,0,52,0,None,None,None,None,297.4914043999743,297.9933987001423,297.4914043999743,298.52751050004736,297.9933987001423,298.5094443000853,298.5094443000853,299.67875990015455,0.0,-503712.503052,296.49012106663235,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
